date_game,date,time,home,away,score1,score2,set1p1,set1p2,set2p1,set2p2,set3p1,set3p2,set4p1,set4p2,set5p1,set5p2,win,pr_home,pr_away,elo_home,elo_away
2021-11-10,2021-11-10 00:46:00,00:46,Ильин А,Лбов Ю,3,1,7,11,11,5,11,5,11,6,0,0,1,0.5569351237206013,0.4430648762793987,1026.4779132245828,978.5906054751962
2021-11-10,2021-11-10 00:59:00,00:59,Кобытов Р,Серебренников А,1,3,11,9,9,11,8,11,10,12,0,0,0,0.506269082016586,0.49373091798341395,990.7423244454474,995.7012428975969
2021-11-10,2021-11-10 01:00:00,01:00,Евлахин Д,Журба Н,2,3,6,11,12,10,10,12,11,9,7,11,0,0.4739089014729405,0.5260910985270595,995.640038106449,1022.5063968612941
2021-11-10,2021-11-10 01:15:00,01:15,Воронов Д,Ширшов В,1,3,13,11,5,11,8,11,7,11,0,0,0,0.5002560996213813,0.4997439003786187,995.3976438834833,1004.4243998571411
2021-11-10,2021-11-10 01:25:00,01:25,Гиревенков А,Цицельский А,3,0,11,9,11,4,11,5,0,0,0,0,1,0.49389798467896356,0.5061020153210365,1009.2561385409535,1004.1841865149646
2021-11-10,2021-11-10 01:30:00,01:30,Уваров А,Огай С,3,0,11,9,11,4,12,10,0,0,0,0,1,0.49363739771419446,0.5063626022858055,1000.0585359410294,995.1628916256568
2021-11-10,2021-11-10 01:46:00,01:46,Лбов Ю,Власов А,2,3,9,11,9,11,13,11,11,8,5,11,0,0.46255433429191384,0.5374456657080862,974.3351055997106,1008.9148293586088
2021-11-10,2021-11-10 01:48:00,01:48,Серебренников А,Садовский Н,3,1,7,11,14,12,11,9,11,6,0,0,1,0.48693724299275043,0.5130627570072496,1000.4214202620636,1000.0600647688262
2021-11-10,2021-11-10 02:00:00,02:00,Турабеков Т,Журба Н,3,1,11,7,11,7,9,11,11,6,0,0,1,0.4742534158081782,0.5257465841918219,1009.4368685745648,1017.6695282867294
2021-11-10,2021-11-10 02:16:00,02:16,Кобытов Р,Цицельский А,1,3,4,11,8,11,12,10,9,11,0,0,0,0.4806652514177991,0.5193347485822009,986.3202041324037,1008.6063068280083
2021-11-10,2021-11-10 02:18:00,02:18,Ильин А,Ширшов В,3,0,11,6,11,9,11,5,0,0,0,0,1,0.5316950010463045,0.4683049989536955,1030.7863192149568,1000.1159938667671
2021-11-10,2021-11-10 02:30:00,02:30,Огай С,Евлахин Д,0,3,5,11,9,11,8,11,0,0,0,0,0,0.4993133314480445,0.5006866685519555,990.5692089763348,1000.233720755771
2021-11-10,2021-11-10 02:45:00,02:45,Садовский Н,Гиревенков А,3,2,7,11,11,8,11,8,5,11,11,4,1,0.4867688756772163,0.5132311243227837,1004.7817911125959,1004.5344121971839
2021-11-10,2021-11-10 02:45:00,02:45,Власов А,Воронов Д,3,1,11,6,14,12,11,13,11,8,0,0,1,0.5194429846750084,0.4805570153249916,1013.3359538995987,990.9765193424934
2021-11-10,2021-11-10 03:00:00,03:00,Журба Н,Уваров А,3,0,11,2,11,6,12,10,0,0,0,0,1,0.5253225716875315,0.4746774283124685,1022.036560627204,995.6915036005547
2021-11-10,2021-11-10 03:16:00,03:16,Ширшов В,Лбов Ю,3,2,11,9,6,11,11,5,6,11,11,3,1,0.5370337346060624,0.4629662653939376,1004.3752835083914,970.0758159580863
2021-11-10,2021-11-10 03:18:00,03:18,Цицельский А,Серебренников А,3,2,17,15,11,13,6,11,11,2,11,5,1,0.5117768200720271,0.48822317992797293,1013.0979600833457,995.9297670067263
2021-11-10,2021-11-10 03:30:00,03:30,Огай С,Турабеков Т,3,0,13,11,11,6,11,7,0,0,0,0,1,0.47287391564764136,0.5271260843523586,995.4187689523766,1004.587308598523
2021-11-10,2021-11-10 03:46:00,03:46,Власов А,Ильин А,3,1,5,11,11,9,11,5,11,3,0,0,1,0.47490800166166586,0.5250919983383342,1018.1668002843114,1025.9554728302442
2021-11-10,2021-11-10 03:52:00,03:52,Садовский Н,Кобытов Р,3,0,11,3,11,8,11,6,0,0,0,0,1,0.5265433822168799,0.4734566177831201,1009.1375919962006,981.9644032487989
2021-11-10,2021-11-10 04:00:00,04:00,Уваров А,Евлахин Д,0,3,7,11,6,11,10,12,0,0,0,0,0,0.4934635964473583,0.5065364035526416,991.151638513239,1004.7735858430866
2021-11-10,2021-11-10 04:16:00,04:16,Лбов Ю,Воронов Д,3,2,11,9,7,11,7,11,11,9,11,5,1,0.46995770097477874,0.5300422990252213,974.9522051091184,986.1001301914613
2021-11-10,2021-11-10 04:16:00,04:16,Серебренников А,Гиревенков А,2,3,11,7,11,8,9,11,4,11,9,11,0,0.48761945131066703,0.5123805486893329,991.4436680546681,1009.020511149242
2021-11-10,2021-11-10 04:30:00,04:30,Турабеков Т,Огай С,2,3,6,11,16,14,8,11,11,9,6,11,0,0.5131915271945913,0.48680847280540873,999.8659465483328,1000.1401310025668
2021-11-10,2021-11-10 04:49:00,04:49,Ширшов В,Лбов Ю,0,3,8,11,9,11,9,11,0,0,0,0,0,0.5422422775584953,0.4577577224415047,999.3866545548532,979.9408340626566
2021-11-10,2021-11-10 04:51:00,04:51,Серебренников А,Цицельский А,3,0,11,8,11,4,11,8,0,0,0,0,1,0.46887725746167724,0.5311227425383227,996.3299972860207,1008.2116308519932
2021-11-10,2021-11-10 05:00:00,05:00,Евлахин Д,Журба Н,3,1,9,11,11,9,18,16,11,3,0,0,1,0.4751770064063621,0.5248229935936379,1009.601957384148,1017.2081890861426
2021-11-10,2021-11-10 05:15:00,05:15,Власов А,Ильин А,0,3,9,11,7,11,7,11,0,0,0,0,0,0.48879307646778253,0.5112069235322174,1013.6699039808078,1030.4523691337477
2021-11-10,2021-11-10 05:17:00,05:17,Гиревенков А,Садовский Н,3,1,13,15,11,5,11,6,11,6,0,0,1,0.49983150712332675,0.5001684928766732,1013.6220612837074,1004.5360418617353
2021-11-10,2021-11-10 07:39:00,07:39,Андреев А,Белугин О,0,3,5,11,4,11,8,11,0,0,0,0,0,0.49965436727306184,0.5003456327269382,995.4031798210879,1004.8369904348862
2021-11-10,2021-11-10 07:47:00,07:47,Гуров А,Кольмин А,3,0,11,8,11,5,11,7,0,0,0,0,1,0.4869429986652022,0.5130570013347978,995.7636809924347,995.3984292222584
2021-11-10,2021-11-10 07:47:00,07:47,Трушкин А,Голышев А,1,3,11,4,8,11,9,11,3,11,0,0,0,0.5,0.5,995.4,1004.6
2021-11-10,2021-11-10 08:00:00,08:00,Беспалов Н,Богомолов А,1,3,9,11,11,9,7,11,4,11,0,0,0,0.47406475130851866,0.5259352486914813,977.6007588024452,1004.3613957120384
2021-11-10,2021-11-10 08:15:00,08:15,Хомутов С,Базилевский В,2,3,9,11,9,11,11,5,11,2,9,11,0,0.5,0.5,995.4,1004.6
2021-11-10,2021-11-10 08:16:00,08:16,Немашкало В,Ким Сен,3,2,15,17,12,10,11,9,6,11,11,8,1,0.5130662763057142,0.4869337236942858,1013.561236623449,995.5202097420125
2021-11-10,2021-11-10 08:30:00,08:30,Белугин О,Беспалов Н,0,3,6,11,3,11,5,11,0,0,0,0,0,0.539115993959379,0.46088400604062096,999.8771232904598,982.5606259468715
2021-11-10,2021-11-10 08:49:00,08:49,Голышев А,Хомутов С,3,2,11,6,4,11,6,11,11,6,11,9,1,0.5132367706605789,0.48676322933942107,1009.0782217099227,990.9217782900773
2021-11-10,2021-11-10 08:59:00,08:59,Кольмин А,Немашкало В,1,3,12,14,7,11,11,8,7,11,0,0,0,0.4738854038634139,0.5261145961365861,991.038683506715,1017.9209823389924
2021-11-10,2021-11-10 09:00:00,09:00,Богомолов А,Андреев А,3,0,12,10,11,8,11,5,0,0,0,0,1,0.512889052871282,0.48711094712871805,1008.8428164256226,990.9217591075037
2021-11-10,2021-11-10 09:18:00,09:18,Базилевский В,Трушкин А,0,3,6,11,9,11,6,11,0,0,0,0,0,0.5132367706605789,0.48676322933942107,999.8782217099227,1000.1217782900773
2021-11-10,2021-11-10 09:28:00,09:28,Ким Сен,Гуров А,1,3,11,7,7,11,8,11,9,11,0,0,0,0.4996496167624829,0.5003503832375171,990.9234332677977,1000.3604574666496
2021-11-10,2021-11-10 09:30:00,09:30,Андреев А,Беспалов Н,1,3,17,19,11,8,4,11,10,12,0,0,0,0.5120303155475202,0.4879696844524798,986.2110802044665,987.2713048499087
2021-11-10,2021-11-10 09:45:00,09:45,Трушкин А,Хомутов С,3,0,15,13,11,3,15,13,0,0,0,0,1,0.5132367706605788,0.4867632293394212,1004.5999999999999,986.4435565801547
2021-11-10,2021-11-10 10:00:00,10:00,Белугин О,Богомолов А,3,1,11,6,14,16,11,9,11,6,0,0,1,0.4871001936658203,0.5128998063341796,1004.5958015087343,1004.1241382073481
2021-11-10,2021-11-10 10:00:00,10:00,Гуров А,Немашкало В,1,3,11,9,4,11,6,11,12,14,0,0,0,0.4747498710901434,0.5252501289098566,995.9927586526203,1022.2886811530217
2021-11-10,2021-11-10 10:17:00,10:17,Голышев А,Базилевский В,1,3,11,8,6,11,9,11,8,11,0,0,0,0.5132367706605788,0.4867632293394212,1004.3564434198454,1004.6
2021-11-10,2021-11-10 10:28:00,10:28,Кольмин А,Ким Сен,3,0,11,8,11,3,11,6,0,0,0,0,1,0.5001658584202259,0.4998341415797741,995.6371576092489,986.3249591652637
2021-11-10,2021-11-10 10:32:00,10:32,Белугин О,Андреев А,2,3,11,2,11,8,6,11,7,11,8,11,0,0.5264330740692615,0.47356692593073846,999.7526172272972,991.0542644859037
2021-11-10,2021-11-10 10:48:00,10:48,Базилевский В,Хомутов С,0,3,16,18,6,11,4,11,0,0,0,0,0,0.52610546260587,0.47389453739413,999.759829744026,991.2837268361287
2021-11-10,2021-11-10 10:49:00,10:49,Кольмин А,Ким Сен,3,0,11,4,12,10,11,8,0,0,0,0,1,0.5133981226523383,0.4866018773476617,1000.1138948808474,981.8482218936653
2021-11-10,2021-11-10 11:01:00,11:01,Беспалов Н,Богомолов А,1,3,11,8,4,11,5,11,12,14,0,0,0,0.47576582681971463,0.5242341731802853,982.8942592431673,1008.5011838140895
2021-11-10,2021-11-10 11:17:00,11:17,Немашкало В,Гуров А,3,0,11,2,11,7,11,5,0,0,0,0,1,0.5377707808014855,0.46222921919851445,1026.541189969648,991.740249835994
2021-11-10,2021-11-10 11:17:00,11:17,Трушкин А,Голышев А,3,0,11,2,11,6,11,3,0,0,0,0,1,0.5003505060368127,0.49964949396318725,1009.1967753444612,999.7596680753841
2021-11-10,2021-11-10 11:31:00,11:31,Кутин В,Михайлов И,0,3,7,11,9,11,11,13,0,0,0,0,0,0.5,0.5,995.4,1004.6
2021-11-10,2021-11-10 11:46:00,11:46,Андреев Д,Амбросимов Ф,3,1,11,8,6,11,11,6,11,8,0,0,1,0.5001706188024208,0.49982938119757925,1004.7169883986599,995.4015696929823
2021-11-10,2021-11-10 11:47:00,11:47,Козлов А,Садовский Н,2,3,11,9,4,11,12,10,9,11,13,15,0,0.4938182914547032,0.5061817085452969,995.6972036432327,1009.0791701431185
2021-11-10,2021-11-10 12:00:00,12:00,Пандур И,Зирин А,1,3,11,9,7,11,9,11,5,11,0,0,0,0.5132367706605788,0.4867632293394212,1004.4782217099227,1004.7217782900773
2021-11-10,2021-11-10 12:16:00,12:16,Никифоров О,Полетаев И,2,3,9,11,11,8,14,12,7,11,9,11,0,0.5001706188024208,0.49982938119757925,995.3984303070177,1004.4830116013401
2021-11-10,2021-11-10 12:18:00,12:18,Ильичев М,Журба Н,3,1,11,8,11,5,9,11,11,7,0,0,1,0.4752510263677783,0.5247489736322217,1004.8244659018777,1012.3804985287262
2021-11-10,2021-11-10 12:30:00,12:30,Михайлов И,Пандур И,3,0,11,5,11,7,11,7,0,0,0,0,1,0.5001752530399372,0.49982474696006285,1009.1983876720326,999.8798340378901
2021-11-10,2021-11-10 12:47:00,12:47,Амбросимов Ф,Никифоров О,1,3,7,11,11,8,6,11,7,11,0,0,0,0.5000045179395769,0.4999954820604231,990.8015281279382,999.9984718720618
2021-11-10,2021-11-10 12:47:00,12:47,Садовский Н,Ильичев М,3,2,11,4,11,7,10,12,4,11,12,10,1,0.5061227055396549,0.4938772944603451,1013.6228412521536,1000.2807947928426
2021-11-10,2021-11-10 13:00:00,13:00,Зирин А,Кутин В,3,1,11,5,11,8,9,11,11,9,0,0,1,0.5134118992496628,0.4865881007503372,1009.1983888169804,990.9233894730969
2021-11-10,2021-11-10 13:17:00,13:17,Полетаев И,Андреев Д,1,3,5,11,9,11,15,13,5,11,0,0,0,0.4996632803723937,0.5003367196276063,999.886109421914,1009.3138905780859
2021-11-10,2021-11-10 13:17:00,13:17,Журба Н,Козлов А,0,3,5,11,6,11,3,11,0,0,0,0,0,0.5239907551345623,0.4760092448654377,1007.5597835814882,1000.5179185904707
2021-11-10,2021-11-10 13:31:00,13:31,Кутин В,Пандур И,2,3,8,11,11,5,4,11,11,8,8,11,0,0.4871134945783728,0.5128865054216272,986.4419453229759,1004.361278188011
2021-11-10,2021-11-10 13:45:00,13:45,Андреев Д,Никифоров О,3,0,11,8,11,6,11,9,0,0,0,0,1,0.5134027536531637,0.4865972463468363,1013.7905852444768,995.5217772056709
2021-11-10,2021-11-10 13:46:00,13:46,Козлов А,Ильичев М,1,3,12,10,9,11,8,11,9,11,0,0,0,0.5003412485230231,0.4996587514769769,995.9147791040589,1004.8839342792544
2021-11-10,2021-11-10 14:01:00,14:01,Михайлов И,Зирин А,3,2,11,5,11,6,8,11,4,11,11,4,1,0.4999999983522877,0.5000000016477123,1013.7983876871915,1004.5983888018214
2021-11-10,2021-11-10 14:16:00,14:16,Амбросимов Ф,Полетаев И,3,2,11,9,17,15,10,12,4,11,13,11,1,0.4869292152515253,0.5130707847484747,995.5217793476243,995.165858202228
2021-11-10,2021-11-10 14:16:00,14:16,Садовский Н,Журба Н,3,2,11,6,6,11,11,8,8,11,11,5,1,0.5087245557602244,0.49127544423977565,1018.1425753391596,1003.0400494944822
2021-11-10,2021-11-10 14:31:00,14:31,Пандур И,Кутин В,2,3,9,11,12,10,7,11,12,10,8,11,0,0.5257651511998128,0.4742348488001872,999.5242387969728,991.2789847140142
2021-11-10,2021-11-10 14:46:00,14:46,Козлов А,Журба Н,3,1,6,11,11,4,11,3,11,8,0,0,1,0.489747348965842,0.5102526510341581,1000.6091034935731,998.345725104968
2021-11-10,2021-11-10 15:05:00,15:05,Михайлов И,Зирин А,2,3,11,4,12,14,4,11,11,4,9,11,0,0.5132367690576216,0.4867632309423784,1009.0766094118613,1009.3201670771516
2021-11-10,2021-11-10 15:09:00,15:09,Никифоров О,Амбросимов Ф,3,2,7,11,10,12,11,8,11,3,12,10,1,0.4999999969174813,0.5000000030825187,1000.1217772340301,990.921779319265
2021-11-10,2021-11-10 15:15:00,15:15,Садовский Н,Ильичев М,3,1,11,9,5,11,11,6,11,6,0,0,1,0.5190714612921011,0.48092853870789887,1022.5671178952723,1000.4593917231417
2021-11-10,2021-11-10 15:37:00,15:37,Андреев Д,Полетаев И,1,3,11,1,8,11,10,12,5,11,0,0,0,0.5267774921350323,0.47322250786496767,1008.9442323168345,1000.0122111298704
2021-11-10,2021-11-10 15:37:00,15:37,Ким Сен,Свердлов М,1,3,15,13,6,11,7,11,7,11,0,0,0,0.4739012330226312,0.5260987669773688,977.4883305498571,1004.3598913438082
2021-11-10,2021-11-10 15:46:00,15:46,Евлахин Д,Фролов А,1,3,10,12,4,11,11,4,5,11,0,0,0,0.5138148104590027,0.4861851895409973,1004.8748611279252,1004.7270962562228
2021-11-10,2021-11-10 15:57:00,15:57,Пашков Н,Кугурушев Д,3,1,11,7,7,11,11,4,11,8,0,0,1,0.5,0.5,1004.6,995.4
2021-11-10,2021-11-10 16:05:00,16:05,Гусев М,Федоров А,2,3,6,11,11,4,11,6,13,15,5,11,0,0.4865927380648255,0.5134072619351745,986.204793175265,1004.4766531901964
2021-11-10,2021-11-10 16:15:00,16:15,Медведев П,Павленко Р,3,0,11,4,11,7,11,5,0,0,0,0,1,0.48132990775861045,0.5186700922413896,1004.7717648486208,1008.2075785754148
2021-11-10,2021-11-10 16:20:00,16:20,Белугин О,Орлов А,3,0,11,2,11,8,11,6,0,0,0,0,1,0.49964398763223294,0.5003560123677671,1004.3558925410806,995.3967246862165
2021-11-10,2021-11-10 16:42:00,16:42,Свердлов М,Гусев М,3,1,11,9,6,11,11,9,11,8,0,0,1,0.5261035319106561,0.47389646808934394,1008.7197388502301,981.844945668843
2021-11-10,2021-11-10 16:46:00,16:46,Фролов А,Медведев П,3,2,11,8,8,11,8,11,13,11,13,11,1,0.4999357167284913,0.5000642832715088,1009.3276876623207,1000.1711734425229
2021-11-10,2021-11-10 16:46:00,16:46,Кугурушев Д,Белугин О,1,3,3,11,17,19,13,11,5,11,0,0,0,0.4871142884766915,0.5128857115233085,990.9185485460144,1008.8373439950661
2021-11-10,2021-11-10 17:11:00,17:11,Федоров А,Ким Сен,3,2,11,6,9,11,12,10,7,11,13,11,1,0.5387613880240717,0.4612386119759283,1008.720048420375,973.2449353196786
2021-11-10,2021-11-10 17:20:00,17:20,Орлов А,Пашков Н,3,2,11,7,11,9,8,11,3,11,11,9,1,0.4867585190886516,0.5132414809113484,1000.118546310601,999.8781783756156
2021-11-10,2021-11-10 17:20:00,17:20,Павленко Р,Евлахин Д,1,3,9,11,6,11,13,11,13,15,0,0,0,0.5047960188485724,0.4952039811514276,1003.563455202008,1009.518984501332
2021-11-10,2021-11-10 17:45:00,17:45,Ким Сен,Гусев М,3,0,11,1,11,4,11,8,0,0,0,0,1,0.48762611729616107,0.5123738827038389,977.9587750405539,977.1311059479677
2021-11-10,2021-11-10 17:46:00,17:46,Евлахин Д,Медведев П,1,3,9,11,7,11,11,8,9,11,0,0,0,0.5134493363840335,0.48655066361596655,1004.795250606599,1004.894907337256
2021-11-10,2021-11-10 17:56:00,17:56,Пашков Н,Белугин О,3,1,9,11,11,7,11,9,11,6,0,0,1,0.4871095812678681,0.5128904187321319,1004.5967702279512,1004.1187521427305
2021-11-10,2021-11-10 18:03:00,18:03,Свердлов М,Федоров А,2,3,8,11,11,8,6,11,12,10,9,11,0,0.4999995544927495,0.5000004455072504,1004.1197429488968,1013.3200443217082
2021-11-10,2021-11-10 18:15:00,18:15,Фролов А,Павленко Р,3,0,11,8,11,8,11,9,0,0,0,0,1,0.5082946363035242,0.4917053636964758,1013.8513770083283,999.0397658560004
2021-11-10,2021-11-10 18:22:00,18:22,Кугурушев Д,Орлов А,2,3,11,9,7,11,10,12,12,10,9,11,0,0.4867632325541851,0.5132367674458149,986.4403268065159,1004.5967680500995
2021-11-10,2021-11-10 18:33:00,18:33,Ким Сен,Гусев М,2,3,6,11,10,12,11,9,11,8,9,11,0,0.5011911093183996,0.4988088906816004,973.3478168348246,981.742064153697
2021-11-10,2021-11-10 18:45:00,18:45,Евлахин Д,Павленко Р,3,0,11,9,11,3,11,6,0,0,0,0,1,0.5082820507965625,0.4917179492034375,1009.3190557392707,994.5159607233287
2021-11-10,2021-11-10 18:59:00,18:59,Орлов А,Кугурушев Д,3,2,10,12,11,6,11,6,9,11,11,3,1,0.526105459482515,0.47389454051748503,1008.9565978228604,982.080497033755
2021-11-10,2021-11-10 19:09:00,19:09,Федоров А,Свердлов М,0,3,6,11,9,11,2,11,0,0,0,0,0,0.513237204066943,0.48676279593305705,1008.5982620442924,1008.8415252263127
2021-11-10,2021-11-10 19:14:00,19:14,Фролов А,Медведев П,3,1,11,7,3,11,11,6,11,5,0,0,1,0.5128865415284675,0.48711345847153253,1018.3328208262664,1000.4134635193179
2021-11-10,2021-11-10 19:28:00,19:28,Пашков Н,Белугин О,3,0,15,13,11,2,11,5,0,0,0,0,1,0.500687922889188,0.49931207711081205,1009.1904413373707,999.525081033311
2021-11-10,2021-11-10 19:31:00,19:31,Кузьмин С,Чернов В,1,3,9,11,11,7,7,11,5,11,0,0,0,0.5257653755100871,0.47423462448991294,995.1629585453072,986.917552307925
2021-11-10,2021-11-10 19:45:00,19:45,Никулин С,Гребенюк Б,3,1,11,4,11,13,11,8,11,6,0,0,1,0.5132367706605788,0.4867632293394212,1013.6782217099226,995.5217782900773
2021-11-10,2021-11-10 20:05:00,20:05,Земит И,Михайлов И,2,3,11,8,6,11,11,6,5,11,2,11,0,0.4869406798789059,0.5130593201210941,995.5201457451141,1013.5564636667473
2021-11-10,2021-11-10 20:10:00,20:10,Ширшов А,Пиньковский П,1,3,7,11,11,8,6,11,13,15,0,0,0,0.5261057074162792,0.47389429258372084,1003.9978833966622,995.5216144165877
2021-11-10,2021-11-10 20:16:00,20:16,Мишутин Е,Мошков И,3,2,11,7,12,10,7,11,7,11,11,8,1,0.5,0.5,1004.6,995.4
2021-11-10,2021-11-10 20:33:00,20:33,Чернов В,Земит И,0,3,10,12,6,11,5,11,0,0,0,0,0,0.48762240221106323,0.5123775977889368,982.4314262075832,1000.0062718454559
2021-11-10,2021-11-10 20:46:00,20:46,Чеклин М,Инназаров А,3,0,12,10,11,4,11,8,0,0,0,0,1,0.5,0.5,1004.6,995.4
2021-11-10,2021-11-10 20:47:00,20:47,Гребенюк Б,Мишутин Е,3,2,11,5,11,7,9,11,8,11,11,7,1,0.48693836117861977,0.5130616388213802,1000.241945367234,999.8798329228433
2021-11-10,2021-11-10 21:01:00,21:01,Михайлов И,Кузьмин С,1,3,6,11,11,8,8,11,9,11,0,0,0,0.5264456796522181,0.4735543203477819,1008.7131634139469,1000.0062587981076
2021-11-10,2021-11-10 21:03:00,21:03,Пиньковский П,Чеклин М,2,3,11,9,11,7,12,14,6,11,3,11,0,0.48693812550665194,0.5130618744933481,991.0417836619265,1009.0798307546612
2021-11-10,2021-11-10 21:16:00,21:16,Мошков И,Никулин С,2,3,8,11,8,11,11,6,11,6,6,11,0,0.4737197652889722,0.5262802347110278,991.0417781593414,1018.0364435505811
2021-11-10,2021-11-10 21:31:00,21:31,Кузьмин С,Земит И,3,1,11,7,12,10,7,11,15,13,0,0,1,0.4999999812233565,0.5000000187766436,1004.6062589708528,995.4062716727108
2021-11-10,2021-11-10 21:34:00,21:34,Инназаров А,Ширшов А,0,3,7,11,7,11,2,11,0,0,0,0,0,0.48762917635265474,0.5123708236473452,990.9138115775555,1008.4840718191067
2021-11-10,2021-11-10 21:47:00,21:47,Никулин С,Мишутин Е,2,3,11,5,6,11,9,11,11,7,8,11,0,0.5261057025814074,0.47389429741859257,1013.1962710868322,1004.7200053865922
2021-11-10,2021-11-10 21:56:00,21:56,Ширшов А,Чеклин М,2,3,8,11,12,10,12,10,11,13,8,11,0,0.499142634812789,0.500857365187211,1003.8919595788291,1013.6719429949388
2021-11-10,2021-11-10 22:03:00,22:03,Чернов В,Михайлов И,1,3,8,11,11,6,9,11,9,11,0,0,0,0.4622495170455804,0.5377504829544195,978.1787306507638,1012.9658589707662
2021-11-10,2021-11-10 22:17:00,22:17,Гребенюк Б,Мошков И,1,3,11,9,7,11,11,13,6,11,0,0,0,0.5132370111234302,0.48676298887656977,995.5201648648984,995.763558661677
2021-11-10,2021-11-10 22:39:00,22:39,Земит И,Чернов В,3,1,11,7,8,11,11,5,11,6,0,0,1,0.5247721257377778,0.47522787426222224,999.7783681159232,973.8066342075514
2021-11-10,2021-11-10 22:41:00,22:41,Пиньковский П,Инназаров А,3,2,11,5,8,11,5,11,11,8,11,9,1,0.5001841666252914,0.4998158333747086,995.6400893289738,986.3155059105083
2021-11-10,2021-11-10 22:46:00,22:46,Мошков И,Гребенюк Б,3,0,11,4,11,5,11,5,0,0,0,0,1,0.5003502717728185,0.49964972822718146,1000.3603361613672,990.9233873652083
2021-11-10,2021-11-10 23:03:00,23:03,Кузьмин С,Михайлов И,1,3,7,11,11,5,5,11,7,11,0,0,0,0.4879718895710357,0.5120281104289643,1000.1169175867992,1017.4552003548198
2021-11-10,2021-11-10 23:14:00,23:14,Ширшов А,Инназаров А,2,3,11,7,8,11,4,11,15,13,9,11,0,0.5252729937760603,0.4747270062239397,999.0594480360893,991.148017453248
2021-11-10,2021-11-10 23:18:00,23:18,Никулин С,Мишутин Е,2,3,11,8,9,11,11,8,7,11,3,11,0,0.5121959073448535,0.48780409265514646,1008.4840687392596,1009.4322077341649
2021-11-10,2021-11-10 23:31:00,23:31,Евлахин Д,Турабеков Т,3,0,11,6,11,7,11,9,0,0,0,0,1,0.513600761696006,0.486399238303994,1013.7939287316674,995.391073555936
2021-11-10,2021-11-10 23:49:00,23:49,Воронов Д,Ильин А,3,2,5,11,11,3,5,11,11,4,11,8,1,0.4365164670270875,0.5634835329729124,991.2841786948121,1025.2683206303968
2021-11-10,2021-11-10 23:52:00,23:52,Чеклин М,Пиньковский П,0,3,6,11,6,11,8,11,0,0,0,0,0,0.5259266489626909,0.4740733510373091,1008.8334178244821,1000.4786144994305
